time,methane_concentration,light_intensity,absorption_peak,relativity,pcb_temperature,laser_temperature,tec_current,laser_housing_temperature,SNR,status,ver,err_code,flight_status,longitude,latitude,altitude,relative_altitude,home_distance,speed,dis_code,distance,dest_longitude,dest_latitude,uav_pitch,uav_roll,uav_yaw,gimbal_pitch,gimbal_roll,gimbal_yaw,camera_focal_length,camera_zoom,file_name
2026-03-10_00:56:40:391,0,8,763,986,32,24,163,25,3,0,19,0,2,-75.6987970,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989202,45.3861982,-1.2,-2.5,15.5,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:40:491,0,5,763,790,32,24,163,25,8,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.4,-75.6989202,45.3861982,-1.1,-2.3,15.6,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:40:591,0,5,763,874,32,24,169,25,4,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.4,1.2, 0.0,0,92.5,-75.6989204,45.3861991,-1.0,-2.2,15.6,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:40:691,0,7,763,800,32,24,177,25,4,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.5,1.2, 0.0,0,92.5,-75.6989204,45.3861991,-0.9,-2.1,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:40:791,0,5,763,985,32,24,172,25,0,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.5,1.2, 0.0,0,92.5,-75.6989204,45.3861991,-0.8,-2.7,15.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:40:891,0,5,763,985,32,24,172,25,0,0,19,0,2,-75.6987971,45.3853718,  33.0,   1.5,1.2, 0.0,0,92.5,-75.6989184,45.3861992,-0.8,-4.3,15.7,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:40:991,0,5,763,834,32,24,163,25,0,0,19,0,2,-75.6987972,45.3853718,  33.0,   1.5,1.2, 0.1,0,92.5,-75.6989183,45.3861992,-1.1,-5.3,15.7,-0.8,-2.1,-5.9,8,8,
2026-03-10_00:56:41:091,0,5,763,805,32,24,166,25,2,0,19,0,2,-75.6987973,45.3853718,  33.0,   1.5,1.2, 0.1,0,92.5,-75.6989185,45.3861993,-1.4,-4.2,15.8,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:41:191,0,7,763,267,32,24,177,25,0,0,19,0,2,-75.6987975,45.3853718,  33.0,   1.5,1.2, 0.1,0,92.5,-75.6989207,45.3861991,-1.4,-2.2,15.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:41:291,0,4,763,844,32,24,177,25,0,0,19,0,2,-75.6987976,45.3853718,  33.0,   1.5,1.3, 0.1,0,92.5,-75.6989209,45.3861991,-1.1,-0.7,15.9,-0.7,-2.0,-6.0,8,8,
2026-03-10_00:56:41:391,0,6,763,826,32,24,161,25,3,0,19,0,2,-75.6987977,45.3853719,  33.0,   1.5,1.3, 0.1,0,92.5,-75.6989190,45.3861993,-0.8, 0.3,16.8,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:41:491,0,2,763,738,32,24,163,25,2,0,19,0,2,-75.6987978,45.3853719,  33.0,   1.5,1.3, 0.0,0,92.5,-75.6989210,45.3861991,-0.8,-0.2,19.7,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:41:591,0,2,763,738,32,24,163,25,2,0,19,0,2,-75.6987978,45.3853718,  33.0,   1.5,1.3, 0.0,0,92.6,-75.6989171,45.3862003,-0.8,-2.2,23.7,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:41:691,0,4,763,483,32,24,172,25,6,0,19,0,2,-75.6987978,45.3853718,  33.1,   1.5,1.3, 0.0,0,92.6,-75.6989170,45.3862003,-0.7,-3.8,28.2,-0.7,-2.2,-5.8,8,8,
2026-03-10_00:56:41:792,0,13,763,924,32,24,180,25,0,0,19,0,2,-75.6987978,45.3853718,  33.1,   1.5,1.3, 0.0,0,92.6,-75.6989192,45.3862001,-0.6,-3.9,31.9,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:41:892,0,10,763,843,32,24,173,25,1,0,19,0,2,-75.6987978,45.3853718,  33.1,   1.5,1.3, 0.0,0,92.6,-75.6989192,45.3862001,-0.7,-2.4,33.5,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:41:992,0,11,763,901,32,24,164,25,1,0,19,0,2,-75.6987978,45.3853718,  33.1,   1.5,1.3, 0.0,0,92.6,-75.6989212,45.3861999,-1.0,-0.8,34.2,-0.7,-2.0,-6.0,8,8,
2026-03-10_00:56:42:092,0,6,763,812,32,24,167,25,2,0,19,0,2,-75.6987978,45.3853718,  33.1,   1.5,1.3, 0.0,0,92.6,-75.6989212,45.3861999,-1.0,-0.7,34.0,-0.7,-2.0,-6.0,8,8,
2026-03-10_00:56:42:192,0,7,763,835,32,24,179,25,0,0,19,0,2,-75.6987978,45.3853717,  33.1,   1.5,1.3, 0.1,0,92.6,-75.6989232,45.3861998,-0.9,-1.8,31.7,-0.7,-2.0,-6.1,8,8,
2026-03-10_00:56:42:292,0,5,763,821,32,24,176,25,1,0,19,0,2,-75.6987978,45.3853717,  33.1,   1.5,1.3, 0.1,0,92.6,-75.6989253,45.3861996,-0.9,-2.9,26.9,-0.7,-2.2,-6.2,8,8,
2026-03-10_00:56:42:392,0,5,763,821,32,24,176,25,1,0,19,0,2,-75.6987978,45.3853717,  33.1,   1.5,1.3, 0.0,0,92.6,-75.6989233,45.3861997,-1.1,-3.3,20.9,-0.7,-2.1,-6.1,8,8,
2026-03-10_00:56:42:592,0,0,831,170,32,24,194,25,0,0,19,0,2,-75.6987979,45.3853717,  33.1,   1.5,1.3, 0.0,0,92.4,-75.6989231,45.3861979,-1.8,-2.9,10.1,-0.7,-2.1,-6.1,8,8,
2026-03-10_00:56:42:692,0,6,763,944,32,24,197,25,0,0,19,0,2,-75.6987980,45.3853717,  33.1,   1.5,1.3, 0.0,0,92.4,-75.6989212,45.3861981,-1.8,-2.9, 6.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:42:792,0,4,763,819,32,24,170,25,2,0,19,0,2,-75.6987981,45.3853716,  33.1,   1.5,1.3, 0.0,0,92.4,-75.6989192,45.3861982,-1.7,-3.2, 5.4,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:42:892,0,4,763,818,32,24,163,25,4,0,19,0,2,-75.6987982,45.3853716,  33.1,   1.5,1.3, 0.1,0,92.4,-75.6989213,45.3861980,-1.4,-3.1, 4.8,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:42:992,0,4,763,844,32,24,163,25,3,0,19,0,2,-75.6987983,45.3853716,  33.1,   1.5,1.3, 0.1,0,92.4,-75.6989194,45.3861982,-1.1,-2.2, 4.5,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:43:092,0,5,763,948,32,24,169,25,2,0,19,0,2,-75.6987984,45.3853716,  33.1,   1.5,1.3, 0.1,0,92.4,-75.6989216,45.3861980,-1.1,-0.8, 4.5,-0.7,-2.0,-6.0,8,8,
2026-03-10_00:56:43:192,1600,65535,763,948,32,24,169,25,2,0,19,0,2,-75.6987978,45.3853717,  33.1,   1.5,1.3, 0.0,0,92.4,-75.6989233,45.3861997,-1.4, 2.0, 4.5,-0.8,-2.0,-5.9,8,8,20260310_005643.jpg
2026-03-10_00:56:43:292,0,4,763,840,32,24,179,25,1,0,19,0,2,-75.6987984,45.3853716,  33.1,   1.5,1.3, 0.1,0,92.4,-75.6989236,45.3861978,-1.6, 4.9, 4.6,-0.7,-2.0,-6.1,8,8,
2026-03-10_00:56:43:392,0,5,763,809,32,24,173,25,2,0,19,0,2,-75.6987981,45.3853715,  33.1,   1.5,1.3, 0.2,0,92.4,-75.6989254,45.3861976,-1.7, 5.4, 4.6,-0.7,-2.1,-6.2,8,8,
2026-03-10_00:56:43:493,0,5,763,811,32,23,160,25,1,0,19,0,2,-75.6987978,45.3853715,  33.1,   1.5,1.2, 0.3,0,92.4,-75.6989250,45.3861976,-1.5, 1.8, 4.6,-0.7,-2.2,-6.2,8,8,
2026-03-10_00:56:43:593,0,4,763,795,32,24,167,25,0,0,19,0,2,-75.6987973,45.3853714,  33.1,   1.5,1.2, 0.4,0,92.4,-75.6989182,45.3861980,-1.5,-3.3, 4.8,-0.8,-2.2,-5.9,8,8,
2026-03-10_00:56:43:693,0,4,763,836,32,24,176,25,2,0,19,0,2,-75.6987969,45.3853714,  33.0,   1.4,1.2, 0.3,0,92.6,-75.6989162,45.3861999,-1.7,-5.4, 4.9,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:43:793,0,5,763,964,32,23,173,25,0,0,19,0,2,-75.6987966,45.3853713,  33.0,   1.4,1.2, 0.2,0,92.6,-75.6989178,45.3861997,-1.8,-3.9, 5.1,-0.8,-2.1,-5.9,8,8,
2026-03-10_00:56:43:893,0,5,763,964,32,23,173,25,0,0,19,0,2,-75.6987963,45.3853713,  33.0,   1.4,1.1, 0.2,0,92.6,-75.6989177,45.3861996,-1.7,-0.5, 5.0,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:43:993,0,4,763,798,32,24,160,25,0,0,19,0,2,-75.6987961,45.3853713,  33.0,   1.4,1.1, 0.2,0,92.6,-75.6989195,45.3861995,-1.5, 2.5, 4.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:44:093,0,4,763,830,32,24,164,25,2,0,19,0,2,-75.6987957,45.3853712,  33.0,   1.4,1.1, 0.4,0,92.6,-75.6989212,45.3861993,-1.3, 3.9, 4.9,-0.7,-2.1,-6.1,8,8,
2026-03-10_00:56:44:193,0,4,763,824,32,24,183,25,8,0,19,0,2,-75.6987952,45.3853712,  33.0,   1.4,1.1, 0.5,0,92.6,-75.6989207,45.3861992,-1.3, 3.3, 4.8,-0.7,-2.2,-6.1,8,8,
2026-03-10_00:56:44:293,0,5,763,809,32,24,176,25,3,0,19,0,2,-75.6987946,45.3853711,  33.0,   1.4,1.0, 0.5,0,92.6,-75.6989180,45.3861993,-1.5, 1.0, 4.8,-0.7,-2.2,-6.0,8,8,
2026-03-10_00:56:44:393,0,6,763,884,32,24,175,25,1,0,19,0,2,-75.6987939,45.3853711,  33.0,   1.4,1.0, 0.6,0,92.6,-75.6989173,45.3861993,-1.8,-3.3, 4.9,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:44:493,0,4,763,846,32,24,166,25,4,0,19,0,2,-75.6987933,45.3853710,  33.0,   1.4,0.9, 0.5,0,92.6,-75.6989104,45.3861996,-2.0,-7.3, 5.0,-0.8,-2.2,-5.7,8,8,
2026-03-10_00:56:44:593,0,6,763,833,32,23,166,25,1,0,19,0,2,-75.6987927,45.3853709,  33.0,   1.4,0.9, 0.4,0,92.6,-75.6989100,45.3861996,-2.1,-8.7, 5.1,-0.6,-2.1,-5.7,8,8,
2026-03-10_00:56:44:693,0,6,763,833,32,23,166,25,1,0,19,0,2,-75.6987924,45.3853709,  33.0,   1.5,0.9, 0.2,0,91.8,-75.6989107,45.3861922,-1.9,-7.0, 5.2,-0.6,-2.1,-5.8,8,8,
2026-03-10_00:56:44:793,0,5,763,811,32,24,177,25,3,0,19,0,2,-75.6987921,45.3853708,  33.0,   1.5,0.9, 0.2,0,91.8,-75.6989103,45.3861921,-1.8,-2.4, 5.2,-0.8,-2.0,-5.8,8,8,
2026-03-10_00:56:44:893,0,5,763,818,32,24,177,25,0,0,19,0,2,-75.6987919,45.3853708,  33.0,   1.5,0.9, 0.2,0,91.8,-75.6989163,45.3861917,-1.7, 2.0, 5.1,-0.7,-1.9,-6.1,8,8,
2026-03-10_00:56:44:993,0,4,763,818,32,24,163,25,0,0,19,0,2,-75.6987915,45.3853708,  33.0,   1.5,0.8, 0.3,0,91.8,-75.6989180,45.3861915,-1.4, 1.9, 4.5,-0.7,-2.1,-6.2,8,8,
2026-03-10_00:56:45:093,0,5,763,830,32,24,166,25,0,0,19,0,2,-75.6987911,45.3853707,  33.0,   1.5,0.8, 0.4,0,91.8,-75.6989135,45.3861918,-1.3,-1.5, 2.5,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:45:193,0,4,763,808,32,24,172,25,0,0,19,0,2,-75.6987907,45.3853707,  33.0,   1.5,0.8, 0.3,0,91.8,-75.6989150,45.3861916,-1.7,-4.8,-0.8,-0.7,-2.2,-6.1,8,8,
2026-03-10_00:56:45:293,0,4,763,819,32,24,179,25,0,0,19,0,2,-75.6987903,45.3853707,  33.0,   1.5,0.8, 0.3,0,91.8,-75.6989085,45.3861920,-2.6,-7.8,-3.2,-0.7,-2.2,-5.8,8,8,
2026-03-10_00:56:45:393,0,5,763,831,32,24,175,25,0,0,19,0,2,-75.6987900,45.3853707,  33.0,   1.5,0.8, 0.1,0,91.8,-75.6989022,45.3861924,-3.4,-9.4,-4.0,-0.6,-2.1,-5.5,8,8,
2026-03-10_00:56:45:493,0,5,763,831,32,24,175,25,0,0,19,0,2,-75.6987899,45.3853707,  33.0,   1.5,0.8, 0.0,0,91.8,-75.6989000,45.3861926,-3.4,-7.2,-4.1,-0.7,-2.1,-5.4,8,8,
2026-03-10_00:56:45:593,0,4,763,824,32,24,161,25,2,0,19,0,2,-75.6987900,45.3853707,  33.0,   1.5,0.8, 0.1,0,91.8,-75.6989063,45.3861922,-2.8,-2.5,-4.1,-0.7,-2.0,-5.7,8,8,
2026-03-10_00:56:45:694,0,5,763,805,32,24,169,25,2,0,19,0,2,-75.6987902,45.3853707,  33.1,   1.5,0.8, 0.1,0,91.8,-75.6989105,45.3861919,-1.9, 1.4,-4.0,-0.7,-1.9,-5.9,8,8,
2026-03-10_00:56:45:794,0,5,763,876,32,24,180,25,1,0,19,0,2,-75.6987902,45.3853707,  33.1,   1.5,0.8, 0.0,0,91.8,-75.6989125,45.3861918,-1.4, 2.2,-4.0,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:45:894,0,4,763,827,32,24,177,25,7,0,19,0,2,-75.6987901,45.3853708,  33.1,   1.5,0.8, 0.1,0,91.8,-75.6989104,45.3861919,-1.4,-0.3,-4.0,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:45:994,0,7,763,882,32,24,167,25,0,0,19,0,2,-75.6987900,45.3853708,  33.1,   1.5,0.8, 0.1,0,91.8,-75.6989103,45.3861920,-1.8,-3.9,-4.0,-0.7,-2.2,-5.9,8,8,
2026-03-10_00:56:46:094,0,16,763,975,32,24,166,25,9,0,19,0,2,-75.6987899,45.3853708,  33.1,   1.5,0.8, 0.0,0,91.8,-75.6989061,45.3861923,-2.0,-6.1,-4.0,-0.7,-2.1,-5.7,8,8,
2026-03-10_00:56:46:194,0,16,763,975,32,24,166,25,9,0,19,0,2,-75.6987899,45.3853708,  33.1,   1.5,0.8, 0.1,0,91.8,-75.6989081,45.3861922,-1.9,-5.4,-4.0,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:46:294,0,32,763,987,32,24,167,25,4,0,19,0,2,-75.6987899,45.3853709,  33.1,   1.5,0.8, 0.1,0,91.8,-75.6989082,45.3861922,-1.3,-2.5,-4.1,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:46:394,0,44,763,993,32,24,180,25,0,0,19,0,2,-75.6987900,45.3853709,  33.1,   1.5,0.8, 0.1,0,91.8,-75.6989104,45.3861920,-0.5, 0.2,-4.0,-0.7,-1.9,-5.9,8,8,
2026-03-10_00:56:46:494,0,48,763,994,32,24,175,25,4,0,19,0,2,-75.6987900,45.3853708,  33.1,   1.5,0.8, 0.0,0,91.8,-75.6989104,45.3861920,-0.1, 0.9,-4.0,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:46:594,0,46,763,992,32,24,164,25,0,0,19,0,2,-75.6987899,45.3853708,  33.1,   1.5,0.8, 0.0,0,91.8,-75.6989103,45.3861920,-0.5,-0.6,-4.0,-0.6,-2.2,-5.9,8,8,
2026-03-10_00:56:46:694,0,45,763,993,32,24,176,25,3,0,19,0,2,-75.6987898,45.3853708,  32.6,   1.0,0.8, 0.1,0,87.7,-75.6989028,45.3861555,-1.3,-1.8,-3.9,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:46:794,0,43,763,993,32,24,179,25,3,0,19,0,2,-75.6987898,45.3853709,  32.6,   1.0,0.8, 0.1,0,87.7,-75.6989047,45.3861554,-2.0,-0.4,-3.8,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:46:894,0,43,763,988,32,24,175,25,3,0,19,0,2,-75.6987898,45.3853709,  32.6,   1.0,0.8, 0.1,0,87.7,-75.6989067,45.3861553,-1.9, 3.0,-3.9,-0.7,-2.0,-6.0,8,8,
2026-03-10_00:56:46:994,0,43,763,988,32,24,175,25,3,0,19,0,2,-75.6987896,45.3853710,  32.6,   1.0,0.8, 0.2,0,87.7,-75.6989064,45.3861553,-1.3, 4.5,-4.1,-0.7,-2.1,-6.0,8,8,
2026-03-10_00:56:47:094,0,43,763,994,32,24,169,25,2,0,19,0,2,-75.6987892,45.3853710,  32.6,   1.0,0.8, 0.4,0,87.7,-75.6989060,45.3861554,-0.7, 1.4,-4.2,-0.7,-2.2,-6.0,8,8,
2026-03-10_00:56:47:194,0,42,763,994,32,24,163,25,1,0,19,0,2,-75.6987887,45.3853711,  32.6,   1.0,0.8, 0.4,0,87.7,-75.6989017,45.3861558,-0.6,-3.6,-4.1,-0.6,-2.2,-5.8,8,8,
2026-03-10_00:56:47:294,0,42,763,993,32,24,172,25,6,0,19,0,2,-75.6987882,45.3853712,  32.6,   1.0,0.8, 0.3,0,87.7,-75.6989031,45.3861557,-1.0,-7.0,-4.1,-0.7,-2.2,-5.9,8,8,
2026-03-10_00:56:47:394,0,40,763,994,32,24,177,25,0,0,19,0,2,-75.6987878,45.3853712,  32.6,   1.0,0.8, 0.2,0,87.7,-75.6988989,45.3861560,-1.4,-9.0,-4.1,-0.7,-2.2,-5.7,8,8,
2026-03-10_00:56:47:494,0,39,763,991,32,24,177,25,4,0,19,0,2,-75.6987877,45.3853713,  32.6,   1.0,0.8, 0.1,0,87.7,-75.6988987,45.3861561,-1.7,-6.5,-4.1,-0.7,-2.1,-5.7,8,8,
2026-03-10_00:56:47:595,0,40,763,996,32,24,160,25,0,0,19,0,2,-75.6987877,45.3853713,  32.6,   1.0,0.8, 0.1,0,87.7,-75.6989007,45.3861560,-1.7,-0.3,-4.3,-0.7,-1.9,-5.8,8,8,
2026-03-10_00:56:47:695,0,40,763,991,32,24,163,25,7,0,19,0,2,-75.6987876,45.3853714,  32.5,   0.9,0.8, 0.2,0,88.2,-75.6989051,45.3861602,-1.4, 4.8,-4.5,-0.8,-2.0,-6.0,8,8,
2026-03-10_00:56:47:795,0,40,763,991,32,24,163,25,7,0,19,0,2,-75.6987873,45.3853714,  32.5,   0.9,0.8, 0.3,0,88.2,-75.6989068,45.3861601,-1.0, 5.3,-4.7,-0.7,-2.1,-6.1,8,8,
2026-03-10_00:56:47:895,0,42,763,992,32,24,172,25,6,0,19,0,2,-75.6987869,45.3853714,  32.5,   0.9,0.8, 0.4,0,88.2,-75.6989043,45.3861603,-1.1, 0.6,-4.6,-0.7,-2.3,-6.0,8,8,
2026-03-10_00:56:47:995,0,42,763,992,32,24,183,25,3,0,19,0,2,-75.6987863,45.3853715,  32.5,   0.9,0.8, 0.5,0,88.2,-75.6988999,45.3861606,-1.5,-5.2,-4.3,-0.7,-2.2,-5.8,8,8,
2026-03-10_00:56:48:095,0,41,763,992,32,23,173,25,0,0,19,0,2,-75.6987858,45.3853715,  32.5,   0.9,0.8, 0.4,0,88.2,-75.6988954,45.3861609,-1.6,-8.5,-4.1,-0.7,-2.2,-5.6,8,8,
2026-03-10_00:56:48:195,0,40,763,993,32,24,166,25,0,0,19,0,2,-75.6987853,45.3853716,  32.5,   0.9,0.8, 0.2,0,88.2,-75.6988970,45.3861608,-1.5,-10.1,-3.9,-0.7,-2.1,-5.7,8,8,
2026-03-10_00:56:48:295,0,41,763,995,32,24,166,25,1,0,19,0,2,-75.6987851,45.3853715,  32.5,   0.9,0.8, 0.1,0,88.2,-75.6988949,45.3861609,-1.4,-8.9,-3.9,-0.6,-2.1,-5.6,8,8,
2026-03-10_00:56:48:395,0,40,763,991,32,24,182,25,1,0,19,0,2,-75.6987851,45.3853715,  32.5,   0.9,0.8, 0.0,0,88.2,-75.6988968,45.3861608,-1.5,-5.4,-4.1,-0.7,-2.1,-5.7,8,8,
2026-03-10_00:56:48:495,0,41,763,992,32,24,175,25,7,0,19,0,2,-75.6987852,45.3853715,  32.5,   0.9,0.8, 0.0,0,88.2,-75.6989007,45.3861605,-1.5,-2.2,-4.2,-0.8,-2.1,-5.9,8,8,
2026-03-10_00:56:48:595,0,41,763,992,32,24,175,25,7,0,19,0,2,-75.6987852,45.3853715,  32.5,   0.9,0.8, 0.0,0,88.2,-75.6989008,45.3861605,-1.3,-0.8,-4.3,-0.7,-1.9,-5.9,8,8,
2026-03-10_00:56:48:695,0,40,763,990,32,24,170,25,4,0,19,0,2,-75.6987851,45.3853715,  32.5,   0.9,0.8, 0.1,0,88.8,-75.6989015,45.3861659,-1.0,-1.6,-4.3,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:48:795,0,39,763,994,32,24,166,25,4,0,19,0,2,-75.6987851,45.3853715,  32.5,   0.9,0.8, 0.1,0,88.8,-75.6988975,45.3861662,-0.7,-3.3,-4.2,-0.7,-2.1,-5.7,8,8,
2026-03-10_00:56:48:895,0,38,763,991,32,24,170,25,4,0,19,0,2,-75.6987850,45.3853716,  32.5,   0.9,0.8, 0.0,0,88.8,-75.6989014,45.3861659,-0.5,-4.5,-4.0,-0.7,-2.2,-5.9,8,8,
2026-03-10_00:56:48:995,0,36,763,988,32,24,179,25,3,0,19,0,2,-75.6987851,45.3853716,  32.5,   0.9,0.8, 0.0,0,88.8,-75.6989015,45.3861659,-0.5,-4.2,-3.7,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:49:095,0,33,763,990,32,24,180,25,2,0,19,0,2,-75.6987851,45.3853715,  32.5,   0.9,0.8, 0.0,0,88.8,-75.6989015,45.3861659,-0.9,-2.8,-3.6,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:49:195,0,31,763,996,32,24,164,25,8,0,19,0,2,-75.6987851,45.3853715,  32.5,   0.9,0.8, 0.0,0,88.8,-75.6989014,45.3861659,-1.4,-1.4,-3.5,-0.8,-2.0,-5.9,8,8,
2026-03-10_00:56:49:296,0,31,763,996,32,24,164,25,8,0,19,0,2,-75.6987851,45.3853716,  32.5,   0.9,0.8, 0.0,0,88.8,-75.6989015,45.3861659,-1.6,-0.9,-3.5,-0.7,-2.0,-5.9,8,8,
2026-03-10_00:56:49:396,0,31,763,992,32,24,163,25,4,0,19,0,2,-75.6987851,45.3853716,  32.5,   0.9,0.8, 0.0,0,88.8,-75.6989035,45.3861658,-1.3,-1.6,-3.5,-0.6,-2.1,-6.0,8,8,
2026-03-10_00:56:49:496,0,31,763,983,32,24,172,25,3,0,19,0,2,-75.6987850,45.3853716,  32.5,   0.9,0.8, 0.1,0,88.8,-75.6988993,45.3861661,-1.0,-3.0,-3.5,-0.8,-2.1,-5.8,8,8,
2026-03-10_00:56:49:596,0,30,763,987,32,24,180,25,2,0,19,0,2,-75.6987850,45.3853717,  32.5,   0.9,0.8, 0.0,0,88.8,-75.6988993,45.3861661,-0.5,-3.9,-3.6,-0.7,-2.2,-5.8,8,8,
2026-03-10_00:56:49:696,0,32,763,991,32,24,175,25,2,0,19,0,2,-75.6987850,45.3853717,  32.2,   0.6,0.8, 0.0,0,89.2,-75.6989020,45.3861696,-0.0,-3.8,-3.7,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:49:796,0,32,763,987,32,24,167,25,0,0,19,0,2,-75.6987850,45.3853717,  32.2,   0.6,0.8, 0.0,0,89.2,-75.6989020,45.3861696, 0.2,-2.8,-3.7,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:49:896,0,33,763,991,32,24,167,25,0,0,19,0,2,-75.6987851,45.3853717,  32.2,   0.6,0.8, 0.0,0,89.2,-75.6989019,45.3861696,-0.2,-1.8,-3.5,-0.8,-2.1,-5.9,8,8,
2026-03-10_00:56:49:996,0,34,763,993,32,24,179,25,7,0,19,0,2,-75.6987851,45.3853718,  32.2,   0.6,0.8, 0.0,0,89.2,-75.6989021,45.3861697,-0.6,-1.8,-3.3,-0.6,-2.0,-5.9,8,8,
2026-03-10_00:56:50:096,0,34,763,993,32,24,179,25,7,0,19,0,2,-75.6987851,45.3853717,  32.2,   0.6,0.8, 0.0,0,89.2,-75.6988981,45.3861700,-1.0,-2.5,-3.0,-0.7,-2.0,-5.7,8,8,
2026-03-10_00:56:50:196,0,32,763,991,32,24,177,25,0,0,19,0,2,-75.6987851,45.3853717,  32.2,   0.6,0.8, 0.0,0,89.2,-75.6989001,45.3861698,-1.0,-3.4,-2.7,-0.6,-2.1,-5.8,8,8,
2026-03-10_00:56:50:296,0,34,763,990,32,24,173,25,1,0,19,0,2,-75.6987851,45.3853718,  32.2,   0.6,0.8, 0.0,0,89.2,-75.6989020,45.3861697,-0.5,-3.7,-2.4,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:50:396,0,33,763,993,32,24,163,25,3,0,19,0,2,-75.6987852,45.3853718,  32.2,   0.6,0.8, 0.0,0,89.2,-75.6989021,45.3861697,-0.2,-3.4,-2.1,-0.6,-2.1,-5.9,8,8,
2026-03-10_00:56:50:496,0,34,763,990,32,24,169,25,0,0,19,0,2,-75.6987852,45.3853718,  32.2,   0.6,0.8, 0.0,0,89.2,-75.6989022,45.3861698,-0.4,-2.7,-1.8,-0.6,-2.0,-5.9,8,8,
2026-03-10_00:56:50:596,0,34,763,990,32,24,183,25,5,0,19,0,2,-75.6987853,45.3853718,  32.2,   0.6,0.8, 0.0,0,89.2,-75.6989003,45.3861699,-0.9,-2.1,-1.6,-0.6,-2.1,-5.8,8,8,
2026-03-10_00:56:50:696,0,35,763,991,32,24,179,25,2,0,19,0,2,-75.6987853,45.3853719,  32.0,   0.4,0.8, 0.0,0,33.3,-75.6988282,45.3856698,-1.0,-2.1,-1.6,-0.7,-2.0,-5.8,8,8,
2026-03-10_00:56:50:796,0,34,763,993,32,24,166,25,5,0,19,0,2,-75.6987853,45.3853719,  32.0,   0.4,0.8, 0.0,0,33.3,-75.6988282,45.3856698,-0.6,-2.5,-1.6,-0.7,-2.1,-5.8,8,8,
2026-03-10_00:56:50:897,0,34,763,993,32,24,166,25,5,0,19,0,2,-75.6987853,45.3853719,  32.0,   0.4,0.8, 0.0,0,33.3,-75.6988290,45.3856698,-0.5,-2.8,-1.6,-0.6,-2.2,-5.9,8,8,
2026-03-10_00:56:50:997,0,34,763,992,32,24,166,25,0,0,19,0,2,-75.6987853,45.3853719,  32.0,   0.4,0.8, 0.0,0,33.3,-75.6988283,45.3856699,-0.8,-2.9,-2.1,-0.6,-2.1,-5.8,8,8,
2026-03-10_00:56:51:097,0,36,763,989,32,24,173,25,1,0,19,0,2,-75.6987854,45.3853719,  32.0,   0.4,0.8, 0.1,0,33.3,-75.6988291,45.3856698,-0.8,-3.0,-3.5,-0.7,-2.1,-5.9,8,8,
2026-03-10_00:56:51:197,0,34,763,992,32,24,175,25,0,0,19,0,2,-75.6987855,45.3853719,  32.0,   0.4,0.8, 0.1,0,33.3,-75.6988291,45.3856698,-0.3,-3.1,-4.9,-0.6,-2.1,-5.9,8,8,
